track_id	gt_bpm	det_bpm	det_conf	ioi_bpm	ioi_conf	comb_bpm	comb_conf	ac_bpm	ac_conf	lowac_bpm	lowac_conf	hopf_bpm	hopf_conf	spec_bpm	spec_conf	crest_db	transient_density	tempo_stability	d_low	d_high	machine_timed	drumless	duration_s	n_onsets	pc_det	pc_half	pc_double	pc_triple	es_det	es_half	es_double	es_triple	me_det	me_half	me_double	me_triple	io_det	io_half	io_double	io_triple	label	dataset	n_beats	bpm_librosa	best_shift	best_score	prominence	is_ternary_top	is_edm_phrase_top	sim_1	sim_2	sim_3	sim_4	sim_6	sim_8	sim_12	sim_16	sim_32
disco.00063	130.45	130.51	0.5677	196.0	0.042	87.0	0.5913	130.87	0.5377	130.94	0.5749	130.0	0.2391	128.06	0.8876	10.02	7.0	0.0	6.3	4.47	0	0	30.0	210	0.2637	0.022	0.7702	0.2777	0.9848	0.0	0.9924	0.4796	0.5219	0.0	0.52	0.5611	0.4306	0.2632	0.6699	0.5215	0	GZ	63	129.2	16	0.994656	0.027608	0	1	0.986777	0.975127	0.968917	0.963996	0.958915	0.954952	0.965179	0.994656	0.992355
disco.00064	122.64	122.73	0.6598	120.25	0.0308	61.5	0.6481	122.69	0.5679	122.76	0.5549	122.5	0.2794	123.69	0.8332	15.52	5.67	0.1203	4.4	5.33	0	0	30.0	170	0.1425	0.1008	0.4819	0.2026	0.5484	0.0	0.9919	0.3027	0.0423	0.0	0.9543	0.0916	0.9645	0.4556	0.9763	0.1302	0	GZ	62	123.05	1	0.967237	0.080459	1	0	0.967237	0.931873	0.917132	0.907828	0.894275	0.879282	0.851008	0.821186	0.719973
disco.00065	131.83	133.47	0.5612	136.5	0.0419	88.5	0.5507	134.19	0.5867	134.46	0.5183	133.0	0.1909	131.54	0.7834	13.82	5.83	0.0	5.33	4.6	0	0	30.0	175	0.0253	0.1347	0.3218	0.0314	0.5075	0.6471	0.5373	0.3284	0.5221	0.1364	0.5327	0.5191	0.7644	0.6092	0.9195	0.3161	0	GZ	66	129.2	1	0.958499	0.028578	0	1	0.958499	0.932974	0.926868	0.935127	0.917438	0.922566	0.933333	0.956937	0.918771
disco.00066	133.35	133.52	0.6397	136.5	0.0288	133.5	0.5056	133.42	0.5712	133.67	0.6066	133.0	0.1987	135.95	0.6918	13.63	6.17	0.0	5.3	4.93	0	0	30.0	185	0.0962	0.0669	0.592	0.1639	0.3284	0.1176	0.8507	0.4428	0.2972	0.4592	0.7337	0.6357	0.7446	0.4837	0.8478	0.4402	0	GZ	63	136.0	1	0.98272	0.017591	0	1	0.98272	0.974023	0.966265	0.965303	0.957394	0.958574	0.964955	0.975731	0.959763
disco.00067	100.44	100.49	0.7267	176.75	0.026	101.0	0.4384	99.93	0.5929	99.96	0.8209	101.0	0.1075	199.67	0.8034	14.54	7.7	0.0	5.63	6.13	0	0	30.0	231	0.056	0.0427	0.1291	0.0057	0.5294	0.5769	0.2673	0.5232	0.6563	0.2613	0.6577	0.7388	0.7087	0.0261	0.8217	0.5261	0	GZ	47	99.38	1	0.965075	0.019122	0	0	0.965075	0.954404	0.946052	0.951143	0.9445	0.945854	0.943073	0.948885	0.931711
disco.00068	106.97	106.69	0.7049	107.25	0.028	105.0	0.4191	104.6	1.0	104.77	1.0	105.5	0.1559	105.21	0.8209	18.37	6.9	0.0	5.27	5.9	0	0	30.0	207	0.0999	0.0539	0.1507	0.0278	0.2963	0.4444	0.5421	0.4099	0.3238	0.132	0.7551	0.506	0.7379	0.1505	0.8641	0.4126	0	GZ	54	107.67	1	0.975099	0.044535	1	0	0.975099	0.956835	0.941301	0.931622	0.919559	0.915728	0.92205	0.939894	0.929507
disco.00069	107.58	107.55	0.8286	187.75	0.0844	108.0	0.6137	107.38	0.9981	107.34	0.9598	108.0	0.121	109.39	0.8244	17.06	7.37	0.0	6.13	6.13	0	0	30.0	221	0.0698	0.0265	0.1988	0.0718	0.0926	0.037	0.2593	0.3889	0.2438	0.0765	0.796	0.2825	0.7955	0.0636	0.8318	0.6273	0	GZ	52	107.67	1	0.969796	0.021753	0	1	0.969796	0.969182	0.957034	0.951399	0.944688	0.94127	0.941422	0.962261	0.931965
disco.00070	109.48	110.08	0.7957	187.75	0.0259	109.5	0.6261	108.66	0.9318	112.38	1.0	110.0	0.1588	107.99	0.8262	14.92	7.3	0.0	5.8	6.23	0	0	30.0	219	0.0779	0.0473	0.153	0.0064	0.3214	0.3214	0.2973	0.4337	0.5278	0.3451	0.6763	0.404	0.844	0.0872	0.8716	0.4358	0	GZ	55	107.67	8	0.967641	0.023027	0	1	0.950531	0.944331	0.938477	0.951779	0.944897	0.967641	0.935026	0.955786	0.930364
disco.00071	113.93	113.77	0.7123	111.25	0.0287	115.0	0.3855	113.2	1.0	113.39	1.0	114.5	0.1148	115.29	0.8207	13.69	6.8	0.0	5.47	5.13	0	0	30.0	204	0.0493	0.0309	0.2766	0.0685	0.3158	0.5517	0.8158	0.5088	0.3385	0.4266	0.823	0.7191	0.7438	0.1872	0.8522	0.5123	0	GZ	56	112.35	16	0.962132	0.01608	0	1	0.955323	0.943494	0.945454	0.949045	0.929027	0.950026	0.946649	0.962132	0.940803
disco.00072	136.8	136.71	0.6572	136.49	0.0499	137.0	0.5708	136.5	0.6274	136.46	0.5795	137.0	0.2149	133.74	0.649	17.02	5.33	0.0	5.03	4.67	0	0	30.0	160	0.0391	0.0534	0.8649	0.0347	0.1159	0.0571	0.9927	0.3689	0.2235	0.1463	0.9456	0.7641	0.8428	0.7673	0.9245	0.2013	0	GZ	66	136.0	1	0.969986	0.057767	1	0	0.969986	0.953873	0.939236	0.925183	0.911168	0.91327	0.89655	0.901572	0.8584
disco.00073	113.92	114.08	0.832	120.25	0.0223	114.0	0.6185	112.97	1.0	112.95	1.0	114.0	0.1807	114.88	0.8353	16.5	7.23	0.0	5.2	6.43	0	0	30.0	217	0.0733	0.0171	0.2021	0.0679	0.9655	0.9655	0.7478	0.5349	0.6333	0.5574	0.9346	0.4985	0.838	0.125	0.9306	0.4259	0	GZ	56	112.35	4	0.97425	0.019973	0	1	0.948611	0.938169	0.94331	0.97425	0.934173	0.970898	0.968116	0.970197	0.959943
disco.00074	112.08	111.82	0.7103	167.0	0.0148	110.5	0.4844	110.98	1.0	110.99	1.0	111.5	0.1705	111.47	0.7983	13.14	6.87	0.0	5.43	5.17	0	0	30.0	206	0.0434	0.0283	0.2506	0.0869	0.6964	0.5357	0.8482	0.506	0.3568	0.6853	0.8571	0.8037	0.7659	0.1512	0.8537	0.5366	0	GZ	56	112.35	16	0.955744	0.019962	0	1	0.949065	0.936727	0.931398	0.93521	0.917999	0.93929	0.936354	0.955744	0.931488
disco.00075	132.63	132.49	0.687	136.5	0.0225	132.5	0.5184	135.01	0.6542	129.51	0.6416	132.0	0.1549	131.92	0.8645	15.45	6.6	0.0	5.33	4.6	0	0	30.0	198	0.1512	0.0389	0.5951	0.1082	0.2687	0.3529	0.9248	0.4472	0.2357	0.3926	0.7497	0.8196	0.6904	0.4315	0.8782	0.4467	0	GZ	68	136.0	1	0.980654	0.010656	0	1	0.980654	0.971188	0.97098	0.971645	0.966262	0.969016	0.957679	0.95378	0.977339
disco.00076	127.38	127.64	0.6982	125.25	0.0213	128.5	0.6225	128.11	0.5306	128.22	0.5847	128.0	0.1609	130.52	0.7885	15.61	7.07	0.0	4.8	5.17	0	0	30.0	212	0.135	0.0425	0.3505	0.1751	0.5156	0.25	0.8125	0.5365	0.2555	0.438	0.9241	0.9232	0.6398	0.2417	0.7725	0.5592	0	GZ	63	129.2	1	0.98429	0.015409	1	0	0.98429	0.977213	0.975711	0.972677	0.969309	0.968454	0.961623	0.963601	0.964259
disco.00077	117.39	117.62	0.6484	120.25	0.0207	117.0	0.4569	118.3	0.8807	118.42	0.9996	117.5	0.1331	117.32	0.8094	11.85	6.97	0.0	5.8	5.13	0	0	30.0	209	0.0852	0.1389	0.3038	0.1365	0.7119	0.6667	0.7373	0.5141	0.461	0.4148	0.788	0.5153	0.7163	0.1635	0.774	0.5673	0	GZ	54	117.45	8	0.973144	0.022736	0	1	0.954476	0.946341	0.9363	0.942409	0.954488	0.973144	0.940553	0.966682	0.972945
disco.00078	127.99	128.49	0.6824	130.5	0.0304	64.5	0.5941	127.5	0.6533	127.48	0.626	129.5	0.2057	129.64	0.6708	17.91	6.67	0.0	4.63	4.63	0	0	30.0	200	0.1211	0.0213	0.4729	0.1273	0.7385	0.8485	0.845	0.5078	0.7926	0.945	0.954	0.7416	0.608	0.3618	0.809	0.5176	0	GZ	62	129.2	1	0.942493	0.049766	0	1	0.942493	0.910236	0.887484	0.876196	0.883741	0.89797	0.900386	0.915603	0.874972
disco.00079	121.03	121.0	0.713	125.25	0.022	121.5	0.6972	119.57	0.57	119.55	0.5689	121.5	0.1823	119.87	0.8914	16.17	7.1	0.0	5.33	5.4	0	0	30.0	213	0.0689	0.0961	0.2151	0.0981	0.1803	0.2581	0.9426	0.5659	0.0919	0.359	0.8843	0.8444	0.9009	0.1745	0.9575	0.316	0	GZ	61	123.05	2	0.974117	0.011289	0	1	0.968254	0.974117	0.963893	0.964508	0.960071	0.957008	0.958295	0.971634	0.961764
disco.00080	98.09	122.35	0.4511	187.75	0.0609	97.0	0.5456	99.17	0.7055	131.39	0.6834	195.5	0.1964	124.03	0.8144	15.96	7.83	0.0	7.17	6.6	0	0	30.0	235	0.0661	0.024	0.0137	0.0289	0.4839	0.3871	0.4878	0.5054	0.5311	0.5777	0.3101	0.5993	0.7906	0.0043	0.6581	0.8889	-1	GZ	48	99.38	32	0.985046	0.043077	0	1	0.960339	0.940582	0.936122	0.938925	0.941818	0.9742	0.942119	0.981991	0.985046
disco.00081	129.71	130.28	0.566	130.51	0.0469	86.5	0.5179	131.3	0.5992	65.63	0.5032	130.0	0.2189	147.24	0.6723	15.57	5.27	0.0	4.43	4.37	0	0	30.0	158	0.0395	0.0379	0.5452	0.0702	0.1667	0.8182	0.7863	0.3827	0.1816	0.6073	0.9792	0.672	0.7771	0.5478	0.8344	0.3376	0	GZ	42	86.13	16	0.97417	0.022034	1	1	0.955847	0.934319	0.933899	0.953097	0.966764	0.935194	0.955109	0.97417	0.951173
disco.00082	123.12	123.23	0.6696	125.25	0.0349	122.0	0.5564	61.14	0.5039	122.11	0.5721	123.0	0.2127	123.21	0.8782	13.94	6.57	0.0	5.67	5.17	0	0	30.0	197	0.0806	0.0752	0.5088	0.1377	0.3548	0.2581	0.9435	0.4378	0.2049	0.2689	0.861	0.7544	0.7398	0.3469	0.7959	0.4439	0	GZ	49	123.05	16	0.993068	0.005253	0	1	0.984503	0.979369	0.982184	0.991243	0.978597	0.992015	0.991125	0.993068	0.991533
disco.00083	116.94	117.1	0.7001	120.25	0.0244	116.5	0.5433	119.0	1.0	118.93	1.0	116.5	0.1685	117.91	0.7736	13.49	6.23	0.0	4.63	5.07	0	0	30.0	187	0.1083	0.0367	0.5057	0.0753	0.4068	0.1667	0.9153	0.358	0.3364	0.6581	0.8464	0.777	0.6452	0.3387	0.7419	0.4785	0	GZ	52	117.45	8	0.982277	0.055873	0	1	0.935916	0.924994	0.920968	0.920208	0.927813	0.982277	0.914923	0.97209	0.964267
disco.00084	114.69	114.69	0.7847	115.52	0.0381	116.5	0.4906	112.43	0.9769	112.42	1.0	115.0	0.2195	114.63	0.8908	18.14	5.87	0.0	5.37	5.4	0	0	30.0	176	0.157	0.0569	0.3648	0.1072	0.4483	0.7586	0.9652	0.3699	0.1975	0.7869	0.8072	0.4791	0.9143	0.3371	0.9543	0.16	0	GZ	58	112.35	16	0.990471	0.002176	0	1	0.990378	0.989217	0.987373	0.985545	0.986945	0.990361	0.984351	0.990471	0.989539
disco.00085	123.63	123.7	0.5866	125.25	0.0385	123.0	0.5811	62.15	0.5158	62.18	0.8208	123.5	0.1943	123.06	0.844	15.51	6.17	0.0	5.63	5.27	0	0	30.0	185	0.1783	0.1744	0.508	0.1967	0.5323	0.7419	0.9919	0.2903	0.5325	0.5312	0.5182	0.461	0.7717	0.413	0.8478	0.288	0	GZ	60	123.05	4	0.994092	0.003875	0	1	0.990731	0.987675	0.987944	0.994092	0.988172	0.993394	0.992246	0.992473	0.989701
disco.00086	125.25	125.0	0.5718	125.24	0.033	62.0	0.5246	62.59	0.5261	125.97	0.5147	124.5	0.1918	61.66	0.5593	12.6	5.93	0.0	4.87	4.8	0	0	30.0	178	0.0774	0.0865	0.3711	0.0639	0.1905	0.3125	0.5476	0.3511	0.2987	0.2803	0.6476	0.4417	0.6384	0.4294	0.7401	0.4463	0	GZ	62	123.05	1	0.946845	0.034328	0	0	0.946845	0.936477	0.932509	0.93608	0.910248	0.909274	0.902091	0.901276	0.914786
disco.00087	105.94	105.5	0.7085	187.75	0.0272	121.5	0.2278	104.67	0.8073	104.64	0.7504	185.0	0.043	105.44	0.7171	14.85	7.93	0.0	6.83	6.33	0	0	30.0	238	0.0516	0.0217	0.0718	0.043	0.3019	0.3704	0.3679	0.4906	0.4066	0.4731	0.5686	0.5331	0.7089	0.0253	0.8481	0.519	0	GZ	52	107.67	1	0.957205	0.020861	0	1	0.957205	0.939959	0.935677	0.937013	0.934537	0.942264	0.927701	0.928467	0.946051
disco.00088	124.18	124.22	0.6733	125.25	0.0247	83.0	0.5683	61.96	0.4853	121.57	0.6286	61.5	0.1204	122.72	0.8687	15.73	5.93	0.0	4.83	4.73	0	0	30.0	178	0.0514	0.0421	0.4943	0.13	0.1746	0.9375	0.912	0.4652	0.0924	0.8651	0.9377	0.868	0.7514	0.4011	0.8136	0.4068	0	GZ	62	123.05	1	0.980961	0.013482	0	0	0.980961	0.972059	0.968975	0.967702	0.967256	0.969228	0.962273	0.965268	0.965696
disco.00089	129.84	129.92	0.6399	130.5	0.0306	65.0	0.5248	131.37	0.5753	131.48	0.6341	130.0	0.1949	96.68	0.7534	13.65	5.8	0.0	4.97	4.53	0	0	30.0	174	0.1328	0.0581	0.754	0.0935	0.7846	0.1212	0.9385	0.3128	0.2289	0.1906	0.7351	0.3096	0.6474	0.5434	0.815	0.3179	0	GZ	65	129.2	16	0.961811	0.016815	0	1	0.952148	0.932979	0.93914	0.949031	0.927871	0.947058	0.945651	0.961811	0.944341
disco.00090	128.24	128.47	0.7381	130.5	0.0481	85.5	0.5284	127.54	0.5716	127.56	0.5732	127.5	0.1659	129.81	0.9026	18.82	5.8	0.0	5.1	4.53	0	0	30.0	174	0.103	0.0378	0.5764	0.0958	0.8615	0.8485	0.8992	0.4352	0.0993	0.9023	0.7853	0.898	0.8439	0.4971	0.896	0.3353	0	GZ	63	129.2	8	0.98494	0.003977	0	1	0.982789	0.981075	0.979394	0.980851	0.976723	0.98494	0.981099	0.984928	0.979621
disco.00091	100.12	100.11	0.7875	100.0	0.0239	101.5	0.6609	100.01	0.867	100.06	0.89	100.5	0.2447	199.67	0.8728	13.57	5.63	0.0	4.47	4.4	0	0	30.0	169	0.0868	0.1011	0.3932	0.0246	0.9804	0.0769	0.9703	0.404	0.4842	0.2109	0.9102	0.8491	0.7024	0.2381	0.8036	0.4524	0	GZ	44	99.38	12	0.989999	0.012808	0	0	0.935003	0.969321	0.931319	0.989908	0.964948	0.989806	0.989999	0.988791	0.985062
disco.00092	115.13	114.92	0.7093	115.5	0.0171	115.5	0.6291	116.44	1.0	116.39	1.0	115.0	0.1848	114.16	0.8341	14.63	6.47	0.0	5.57	4.23	0	0	30.0	194	0.1419	0.0286	0.3949	0.2037	0.9138	0.3103	0.9478	0.4682	0.5985	0.2293	0.9082	0.278	0.7047	0.2228	0.7617	0.5181	0	GZ	56	117.45	1	0.969732	0.029719	0	1	0.969732	0.957975	0.947928	0.94813	0.924072	0.915627	0.932099	0.953812	0.918657
disco.00093	110.29	110.01	0.7388	115.5	0.0175	73.0	0.5412	109.16	0.9435	109.2	0.9321	109.5	0.1955	108.24	0.7859	12.97	7.47	0.0	6.03	6.03	0	0	30.0	224	0.0809	0.0515	0.1403	0.0299	0.2857	0.3571	0.7838	0.4398	0.207	0.1748	0.7972	0.5793	0.7713	0.1031	0.8834	0.4574	0	GZ	40	107.67	32	0.989488	0.028532	0	1	0.976207	0.96575	0.963191	0.95872	0.957451	0.957979	0.965194	0.950499	0.989488
disco.00094	138.44	138.38	0.7562	167.0	0.0258	70.5	0.4507	69.03	0.5696	141.25	0.5374	138.0	0.1612	137.66	0.8782	15.51	6.7	0.0	5.93	4.73	0	0	30.0	201	0.1701	0.0244	0.663	0.298	0.9286	0.8	0.9568	0.6202	0.1489	0.3126	0.8161	0.7144	0.69	0.425	0.78	0.485	0	GZ	67	136.0	1	0.967338	0.024162	0	0	0.967338	0.950128	0.949638	0.954348	0.936714	0.956818	0.929454	0.931007	0.893083
disco.00095	121.05	121.09	0.6791	120.24	0.0232	81.5	0.4138	119.55	0.605	119.38	0.5999	60.5	0.1367	119.88	0.8419	15.21	5.93	0.0	5.13	4.53	0	0	30.0	178	0.1215	0.0426	0.5472	0.2389	0.3934	0.0323	0.9016	0.544	0.1885	0.1203	0.9186	0.8352	0.6893	0.3616	0.7458	0.4746	0	GZ	61	123.05	8	0.978163	0.014626	0	1	0.975415	0.965	0.962074	0.959059	0.960423	0.978163	0.957988	0.975066	0.972556
disco.00096	102.33	102.33	0.7654	187.75	0.0591	102.0	0.5329	101.49	0.92	101.64	0.9941	102.5	0.1628	102.76	0.811	16.08	7.37	0.0	6.23	6.17	0	0	30.0	221	0.0653	0.0486	0.143	0.0459	0.75	0.2308	0.3204	0.3896	0.6187	0.5341	0.666	0.4471	0.7864	0.05	0.8545	0.3636	0	GZ	51	103.36	1	0.975435	0.018243	0	0	0.975435	0.967979	0.96107	0.964581	0.951939	0.945398	0.953313	0.963458	0.943054
disco.00097	130.35	130.38	0.6637	130.52	0.0624	130.0	0.5923	131.07	0.5714	131.03	0.5791	130.5	0.2335	128.1	0.8474	13.94	5.53	0.0783	5.13	4.5	0	0	30.0	166	0.081	0.0479	0.7788	0.1174	0.9242	0.2727	0.9924	0.1888	0.2997	0.1537	0.859	0.1474	0.7879	0.6061	0.9091	0.1818	0	GZ	64	129.2	4	0.992497	0.009862	0	1	0.978739	0.975758	0.975944	0.992497	0.978785	0.988057	0.986485	0.988902	0.988854
disco.00098	122.37	122.35	0.6235	120.25	0.1213	123.0	0.5665	123.18	0.5707	123.23	0.5575	123.0	0.0803	124.02	0.8445	13.94	8.83	0.0	7.77	7.73	0	0	30.0	265	0.0275	0.0421	0.0734	0.0851	0.5161	0.9355	0.813	0.6522	0.291	0.5868	0.8012	0.5884	0.8333	0.0265	0.9242	0.4697	0	GZ	62	123.05	16	0.989728	0.021569	0	1	0.977826	0.972087	0.968273	0.968045	0.963171	0.961955	0.967277	0.989728	0.984398
disco.00099	122.37	122.35	0.6235	120.25	0.1213	123.0	0.5665	123.18	0.5707	123.23	0.5575	123.0	0.0803	124.02	0.8445	13.94	8.83	0.0	7.77	7.73	0	0	30.0	265	0.0275	0.0421	0.0734	0.0851	0.5161	0.9355	0.813	0.6522	0.291	0.5868	0.8012	0.5884	0.8333	0.0265	0.9242	0.4697	0	GZ	62	123.05	16	0.989728	0.021569	0	1	0.977826	0.972087	0.968273	0.968045	0.963171	0.961955	0.967277	0.989728	0.984398
hiphop.00000	119.18	119.21	0.5464	120.25	0.0414	79.5	0.4456	116.81	0.672	157.68	0.561	120.5	0.1174	175.3	0.6486	16.69	7.97	0.0	6.23	6.53	0	0	30.0	239	0.0082	0.0487	0.1221	0.0658	0.9833	0.8	0.9833	0.4693	0.5469	0.3098	0.8375	0.4547	0.8151	0.0672	0.9286	0.3739	0	GZ	59	117.45	1	0.987522	0.00924	0	0	0.987522	0.982837	0.98038	0.981062	0.977042	0.979523	0.97541	0.974184	0.975941
hiphop.00001	91.91	185.36	0.5437	187.75	0.0376	183.5	0.3421	90.51	1.0	183.41	0.5642	91.5	0.0705	182.03	0.7989	10.37	8.73	0.0	4.57	5.47	0	0	30.0	262	0.0739	0.0151	0.0714	0.0526	0.5699	0.383	0.5269	0.5305	0.5628	0.5247	0.5283	0.4939	0.6897	0.3142	0.7931	0.7739	1	GZ	45	92.29	16	0.995733	0.019829	0	1	0.95696	0.959802	0.954393	0.991036	0.961257	0.990551	0.991339	0.995733	0.994757
hiphop.00002	99.33	99.43	0.7074	187.75	0.0305	149.5	0.431	100.87	0.5263	66.01	0.9307	74.5	0.1054	199.67	0.8053	14.74	7.3	0.0	5.73	5.47	0	0	30.0	219	0.0411	0.0772	0.1897	0.0546	0.46	0.84	0.63	0.4467	0.2464	0.69	0.7537	0.5914	0.5596	0.0642	0.8073	0.6606	0	GZ	50	99.38	32	0.980429	0.032707	0	1	0.941533	0.897866	0.922574	0.954999	0.899409	0.974659	0.953911	0.974253	0.980429
hiphop.00003	94.7	185.87	0.7237	187.75	0.0417	92.5	0.5835	92.04	0.5281	180.61	0.7217	93.0	0.2224	183.97	0.8458	10.74	6.37	0.0	5.23	4.63	0	0	30.0	191	0.3336	0.1061	0.4014	0.4085	0.9247	0.2979	0.6183	0.5161	0.9183	0.3697	0.8898	0.8138	0.7053	0.4947	0.7	0.8105	1	GZ	44	92.29	4	0.993624	0.028873	0	0	0.960341	0.964734	0.958153	0.993624	0.961006	0.98889	0.985628	0.983481	0.964769
hiphop.00004	96.55	96.79	0.6915	193.75	0.0201	96.0	0.6017	97.17	0.8128	97.15	0.9892	96.5	0.232	97.61	0.7152	12.49	6.23	0.0	4.83	4.43	0	0	30.0	187	0.1857	0.0839	0.4401	0.2047	0.7755	0.16	0.9072	0.5822	0.2172	0.2449	0.8475	0.8912	0.4677	0.129	0.6237	0.6882	0	GZ	48	95.7	16	0.980123	0.068649	0	1	0.918777	0.907735	0.909242	0.913705	0.885872	0.888204	0.924796	0.980123	0.980038
hiphop.00005	142.39	141.5	0.5576	143.0	0.0217	177.5	0.2836	143.23	0.619	143.6	0.9221	70.5	0.0602	70.26	0.8122	11.26	7.6	0.0	5.5	5.43	0	0	30.0	228	0.0106	0.0859	0.1618	0.2037	0.5493	0.3611	0.662	0.5728	0.578	0.2345	0.8253	0.6111	0.6652	0.2159	0.7093	0.7401	0	GZ	34	71.78	12	0.996054	0.001341	0	0	0.92168	0.996016	0.921143	0.995524	0.99462	0.994861	0.996054	0.994807	0.993129
hiphop.00006	99.93	99.9	0.5643	100.0	0.0332	133.0	0.3746	100.26	0.5763	100.22	0.6411	199.5	0.2283	199.67	0.7882	10.54	6.97	0.0	5.3	5.83	0	0	30.0	209	0.0597	0.1336	0.1702	0.0527	0.18	0.52	1.0	0.3733	0.1774	0.4875	0.8394	0.3165	0.6538	0.1058	0.8702	0.4135	0	GZ	50	99.38	1	0.96877	0.015654	0	1	0.96877	0.955787	0.943987	0.950444	0.94876	0.965239	0.959739	0.961883	0.93741
hiphop.00007	120.43	120.92	0.4734	120.25	0.0506	80.5	0.4765	119.92	0.5292	60.14	0.5544	121.0	0.1917	61.66	0.8097	11.1	6.33	0.0	4.7	5.4	0	0	30.0	190	0.0861	0.0803	0.514	0.0351	0.1967	0.9677	0.9256	0.4505	0.309	0.6666	0.83	0.6756	0.6138	0.3386	0.7884	0.4974	0	GZ	61	123.05	8	0.991982	0.031245	0	1	0.956509	0.932735	0.937113	0.964997	0.932623	0.991982	0.964966	0.990329	0.987407
hiphop.00008	84.54	168.85	0.6596	166.99	0.0357	112.5	0.4911	85.06	0.6862	165.69	0.7251	167.5	0.1075	85.65	0.748	15.49	7.46	0.0	5.23	5.7	0	0	30.01	224	0.0977	0.0114	0.3365	0.026	0.5882	0.2326	0.6272	0.4213	0.759	0.3068	0.5942	0.7028	0.7265	0.3991	0.7534	0.5919	1	GZ	76	172.27	8	0.91851	0.047242	0	1	0.912562	0.865064	0.877471	0.885163	0.859183	0.91851	0.857351	0.893022	0.837448
hiphop.00009	103.56	103.18	0.6605	187.75	0.0462	104.0	0.5424	101.24	0.9294	101.47	0.6874	104.0	0.1824	129.42	0.7388	12.47	6.96	0.0	6.1	5.5	0	0	30.01	209	0.0844	0.0411	0.1711	0.0552	0.7308	0.1538	0.7308	0.5097	0.3569	0.3739	0.8633	0.3549	0.7644	0.1154	0.8413	0.4279	0	GZ	50	103.36	1	0.975004	0.040529	0	0	0.975004	0.951514	0.933013	0.920317	0.935937	0.969441	0.910278	0.944901	0.902488
hiphop.00010	97.07	127.85	0.3829	187.75	0.0503	127.5	0.33	195.74	0.5955	195.86	0.6653	192.0	0.1875	167.44	0.7385	14.24	7.8	0.0	6.1	6.33	0	0	30.01	234	0.0439	0.0161	0.0197	0.6222	0.4688	0.1875	0.5312	0.8802	0.3178	0.1702	0.4277	0.8192	0.7082	0.03	0.5794	0.8584	-1	GZ	48	95.7	4	0.983965	0.011034	0	0	0.978086	0.973121	0.9745	0.983965	0.970626	0.976436	0.972741	0.969392	0.969367
hiphop.00011	100.02	100.07	0.5421	187.75	0.053	100.0	0.4865	100.54	0.5103	133.66	0.5297	199.5	0.2112	99.44	0.7517	12.75	7.33	0.0	6.3	6.4	0	0	30.01	220	0.0446	0.0218	0.1053	0.0562	0.1373	0.6923	0.0495	0.3841	0.292	0.5734	0.1923	0.5754	0.6667	0.0183	0.8584	0.4521	0	GZ	66	136.0	32	0.956771	0.014784	1	1	0.946811	0.93695	0.935871	0.938618	0.949214	0.93758	0.945357	0.948574	0.956771
hiphop.00012	99.53	196.02	0.6461	193.75	0.0386	78.5	0.2806	99.26	0.5686	0.0	0.0	196.5	0.1407	197.56	0.8219	13.21	8.13	0.0	6.23	5.83	0	0	30.01	244	0.1746	0.0791	0.5628	0.1877	0.4444	0.36	0.8376	0.5593	0.5145	0.3842	0.6744	0.629	0.749	0.5103	0.7901	0.679	1	GZ	49	99.38	16	0.983251	0.027207	0	1	0.939822	0.915842	0.93303	0.976562	0.911249	0.975847	0.980704	0.983251	0.972265
hiphop.00013	101.92	101.76	0.5992	187.75	0.1299	99.0	0.2965	101.94	0.7909	101.97	0.9626	153.0	0.0682	199.67	0.8448	12.76	7.56	0.0	6.46	6.6	0	0	30.01	227	0.0574	0.0141	0.0731	0.0375	0.2549	1.0	0.3431	0.5359	0.3668	0.7247	0.6214	0.4297	0.8319	0.0088	0.8673	0.3673	0	GZ	51	103.36	2	0.990285	0.010214	0	0	0.990128	0.990285	0.985626	0.986413	0.981274	0.978868	0.970647	0.96251	0.95611
hiphop.00014	133.64	133.39	0.6847	143.0	0.0237	132.5	0.5536	133.47	0.5091	66.85	0.7107	133.5	0.1562	131.1	0.8348	13.27	7.16	0.0	5.43	4.43	0	0	30.01	215	0.0105	0.0746	0.4238	0.1436	0.2388	0.1176	0.7463	0.4876	0.2566	0.6095	0.7742	0.7083	0.6121	0.271	0.7617	0.5981	0	GZ	66	136.0	1	0.981173	0.006988	0	0	0.981173	0.977897	0.974636	0.978353	0.973351	0.9747	0.971433	0.972539	0.973733
hiphop.00015	98.93	170.85	0.5144	187.75	0.0453	66.0	0.4653	0.0	0.0	0.0	0.0	197.5	0.2024	173.21	0.7178	15.74	7.23	0.0	6.03	6.3	0	0	30.01	217	0.0262	0.0249	0.0346	0.0394	0.3837	0.3721	0.4444	0.4163	0.4648	0.4161	0.4767	0.4916	0.8565	0.4537	0.662	0.5093	-1	GZ	98	198.77	1	0.975652	0.025066	0	1	0.975652	0.955204	0.943542	0.941021	0.945966	0.956256	0.936264	0.959805	0.955808
